customer_key,customer_name,age,age_group,customer_segment,total_sales,total_orders,total_quantity,total_products,last_order,recency,lifespan,avg_order_value,avg_monthly_sales
5542,Theodore Browning,59,50-64,Regular,4697,2,5,5,2013-11-22,142,16,2348,293
5543,Micah Hu,59,50-64,Regular,3028,2,4,4,2013-12-10,141,20,1514,151
5544,Jésus Ortega,60,50-64,New,45,2,3,3,2013-12-26,141,5,22,9
5545,Jenny McDonald,49,36-49,New,54,2,4,4,2013-09-08,144,2,27,27
5546,Eduardo Morgan,55,50-64,New,29,1,2,2,2013-08-01,145,0,29,29
5547,Alicia Pal,61,50-64,New,31,1,3,3,2013-10-12,143,0,31,31
5548,Terrance Jordan,60,50-64,Regular,3037,2,4,4,2013-12-13,141,20,1518,151
5549,Jake Yang,51,50-64,New,4900,2,4,4,2013-10-01,143,10,2450,490
5550,Darren Rubio,54,50-64,New,4625,2,2,2,2013-11-20,142,11,2312,420
5551,Linda Moreno,60,50-64,Regular,4930,2,4,4,2013-11-02,142,16,2465,308
5552,Frederick Madan,55,50-64,Regular,3001,2,3,3,2013-12-14,141,20,1500,150
5553,Christy Shan,49,36-49,New,5032,2,7,7,2013-11-25,142,11,2516,457
5554,Joe Sanchez,60,50-64,Regular,4987,2,5,5,2013-11-16,142,16,2493,311
5555,Gabriella Roberts,61,50-64,Regular,3001,2,3,3,2013-05-30,148,13,1500,230
5556,Casey Chander,61,50-64,Regular,2990,2,5,5,2013-12-15,141,20,1495,149
5557,Mathew Vazquez,50,50-64,New,31,1,3,3,2013-09-19,144,0,31,31
5558,Angelica Butler,50,50-64,New,87,1,4,4,2013-06-21,147,0,87,87
5559,Derek Chander,44,36-49,New,31,1,3,3,2013-03-26,150,0,31,31
5560,Preston Sara,44,36-49,New,25,1,1,1,2013-03-24,150,0,25,25
5561,Candace Martinez,50,50-64,Regular,4706,2,6,6,2013-12-23,141,12,2353,392
5562,Kelvin Sun,49,36-49,Regular,4634,2,3,3,2013-12-24,141,12,2317,386
5563,Kurt Yuan,44,36-49,Regular,3030,2,4,4,2013-12-21,141,20,1515,151
5564,Colleen Zhang,44,36-49,Regular,3001,2,3,3,2013-06-24,147,14,1500,214
5565,Mackenzie Baker,100,65 and Above,New,63,2,5,5,2013-07-08,146,5,31,12
5566,Susan Wu,50,50-64,New,132,2,4,4,2013-08-25,145,3,66,44
5567,Corey Anand,51,50-64,VIP,7203,3,8,8,2013-11-05,142,16,2401,450
5568,Ashlee Shen,45,36-49,New,5807,3,7,7,2013-11-28,142,11,1935,527
5569,Erick Lopez,50,50-64,VIP,7159,3,5,5,2013-11-04,142,16,2386,447
5570,Caroline Coleman,98,65 and Above,New,70,1,3,3,2013-02-11,151,0,70,70
5571,Colleen Li,62,50-64,New,3937,2,3,3,2013-01-05,152,1,1968,3937
5572,Julie She,57,50-64,New,4219,2,4,4,2013-01-18,152,1,2109,4219
5573,Audrey Torres,63,50-64,New,53,2,4,4,2013-12-14,141,6,26,8
5574,Jon Xu,46,36-49,Regular,4886,2,2,2,2013-12-16,141,17,2443,287
5575,Ruben Dominguez,52,50-64,Regular,3001,2,3,3,2013-12-17,141,20,1500,150
5576,Joe Gomez,46,36-49,New,45,2,3,3,2013-11-26,142,8,22,5
5577,Veronica Vance,75,65 and Above,VIP,6995,3,8,8,2013-09-02,144,17,2331,411
5578,Corey Beck,73,65 and Above,New,149,1,5,5,2014-01-06,140,0,149,149
5579,Leah Chen,74,65 and Above,New,75,1,3,3,2013-08-02,145,0,75,75
5580,Stefanie Weber,73,65 and Above,New,75,1,3,3,2013-11-05,142,0,75,75
5581,Zachary Davis,67,65 and Above,New,98,2,5,5,2013-11-04,142,4,49,24
5582,Dawn Chen,65,65 and Above,New,5429,3,9,9,2013-08-04,145,8,1809,678
5583,Kenneth Becker,60,50-64,New,50,1,4,4,2013-10-25,143,0,50,50
5584,Frank Torres,60,50-64,New,35,1,1,1,2013-02-22,151,0,35,35
5585,Justin Martinez,66,65 and Above,New,42,1,3,3,2014-01-08,140,0,42,42
5586,Devin Gray,66,65 and Above,New,173,2,5,5,2013-07-13,146,5,86,34
5587,Vincent Sun,66,65 and Above,VIP,7192,3,5,5,2013-09-21,144,17,2397,423
5588,Leonard Chander,56,50-64,New,70,1,2,2,2013-07-25,146,0,70,70
5589,Zachary Martinez,66,65 and Above,VIP,7064,3,10,10,2013-08-27,145,13,2354,543
5590,Andre Martinez,67,65 and Above,VIP,6995,3,8,8,2013-09-05,144,17,2331,411
5591,Martin Suri,67,65 and Above,VIP,7343,3,6,6,2013-09-17,144,16,2447,458
5592,Shawn Deng,61,50-64,New,169,2,5,5,2013-08-17,145,3,84,56
5593,Clarence He,55,50-64,New,138,2,4,4,2013-11-05,142,5,69,27
5594,Jacquelyn Gomez,67,65 and Above,New,75,1,3,3,2013-03-14,150,0,75,75
5595,Suzanne He,68,65 and Above,New,101,2,4,4,2013-05-19,148,3,50,33
5596,Andrew Jones,68,65 and Above,VIP,7231,3,7,7,2013-09-02,144,16,2410,451
5597,Cameron Anderson,67,65 and Above,VIP,6901,3,7,7,2013-09-07,144,16,2300,431
5598,Gabrielle Carter,69,65 and Above,New,4487,2,3,3,2013-08-20,145,8,2243,560
5599,Kelli Xu,69,65 and Above,New,104,1,3,3,2013-03-02,150,0,104,104
5600,Kate Rai,68,65 and Above,VIP,7131,3,4,4,2013-09-26,144,16,2377,445
5601,Ramón Cai,70,65 and Above,New,149,2,4,4,2013-12-19,141,6,74,24
5602,Janet Suarez,72,65 and Above,New,125,1,4,4,2013-05-16,148,0,125,125
5603,Tabitha Rana,72,65 and Above,New,86,2,4,4,2013-11-16,142,6,43,14
5604,Jill Travers,71,65 and Above,New,77,2,3,3,2013-09-03,144,1,38,77
5605,Scott Seely,72,65 and Above,VIP,7001,3,9,9,2013-08-12,145,13,2333,538
5606,Roy Serrano,73,65 and Above,New,57,1,2,2,2013-10-25,143,0,57,57
5607,Toni Randall,44,36-49,New,66,2,4,4,2013-12-23,141,9,33,7
5608,Ricky Blanco,43,36-49,New,67,2,4,3,2013-08-16,145,0,33,67
5609,Logan Gonzales,44,36-49,VIP,5897,2,4,4,2013-12-07,141,35,2948,168
5610,Ricky Martin,44,36-49,New,102,2,4,4,2013-11-22,142,9,51,11
5611,Gary Jimenez,40,36-49,New,345,2,9,9,2013-04-03,149,3,172,115
5612,Sydney Clark,46,36-49,New,68,2,3,3,2013-04-06,149,1,34,68
5613,Dylan Rodriguez,45,36-49,New,76,2,4,4,2013-11-28,142,9,38,8
5614,Ebony Ashe,44,36-49,VIP,5898,2,2,2,2013-12-27,141,35,2949,168
5615,Cassie Sutton,46,36-49,New,129,2,6,6,2013-08-20,145,5,64,25
5616,Alison Shen,46,36-49,New,71,2,5,4,2013-11-17,142,3,35,23
5617,Kaitlin Patel,47,36-49,New,96,2,6,6,2013-06-29,147,2,48,48
5618,Kelvin Liang,40,36-49,VIP,5915,2,5,5,2013-12-05,141,35,2957,169
5619,Alvin Xie,46,36-49,New,161,2,6,6,2013-09-14,144,7,80,23
5620,Cassandra Subram,46,36-49,New,76,2,6,5,2013-12-01,141,4,38,19
5621,Whitney Perez,46,36-49,New,98,2,3,3,2013-07-21,146,4,49,24
5622,Cameron Thompson,41,36-49,VIP,5895,2,3,3,2013-12-03,141,35,2947,168
5623,Birgit Seidel,41,36-49,New,74,2,5,5,2013-09-12,144,1,37,74
5624,Byron Navarro,47,36-49,New,107,2,5,5,2014-01-24,140,5,53,21
5625,Andres Lal,46,36-49,VIP,5973,2,5,5,2013-12-08,141,35,2986,170
5626,Albert Alvarez,42,36-49,VIP,5938,2,4,4,2013-12-23,141,36,2969,164
5627,Grant Deng,42,36-49,New,82,2,6,6,2013-07-03,146,3,41,27
5628,Nathaniel Morgan,47,36-49,New,72,2,4,4,2013-05-20,148,3,36,24
5629,Claudia Chen,43,36-49,New,65,2,3,3,2013-06-29,147,4,32,16
5630,Francisco Prasad,49,36-49,New,188,2,4,4,2013-12-22,141,3,94,62
5631,Rosa Zheng,47,36-49,VIP,5933,2,3,3,2013-12-10,141,35,2966,169
5632,Jaime Sutton,47,36-49,VIP,5973,2,5,5,2013-12-05,141,35,2986,170
5633,Haley Ward,49,36-49,VIP,5900,2,3,3,2013-12-22,141,35,2950,168
5634,Ruben Romero,49,36-49,New,69,2,4,4,2013-10-14,143,3,34,23
5635,Kelli Becker,48,36-49,New,102,2,4,4,2014-01-05,140,6,51,17
5636,Jenny Hu,44,36-49,New,107,2,5,5,2013-10-22,143,1,53,107
5637,Erick Suri,50,50-64,New,161,2,8,8,2014-01-21,140,9,80,17
5638,Danny Gomez,49,36-49,VIP,5932,2,4,4,2013-12-10,141,35,2966,169
5639,Evan King,48,36-49,VIP,5900,2,3,3,2013-12-09,141,34,2950,173
5640,Dennis Ye,48,36-49,VIP,5974,2,4,4,2013-12-14,141,34,2987,175
5641,Renee Romero,48,36-49,VIP,5908,2,3,3,2013-12-19,141,34,2954,173
5642,Colin Lal,49,36-49,New,103,2,4,4,2014-01-27,140,9,51,11
5643,Julia Bailey,79,65 and Above,New,2391,1,6,6,2013-10-26,143,0,2391,2391
5644,Mason Mitchell,73,65 and Above,New,40,1,2,2,2013-11-26,142,0,40,40
5645,Fernando Wilson,78,65 and Above,New,127,2,3,3,2013-05-13,148,1,63,127
5646,Leonard Goel,78,65 and Above,New,5,1,1,1,2013-07-27,146,0,5,5
5647,Chelsea Subram,77,65 and Above,New,2357,1,3,3,2013-10-10,143,0,2357,2357
5648,Xavier Collins,77,65 and Above,New,251,2,8,8,2013-12-23,141,1,125,251
5649,Anna Alexander,77,65 and Above,New,55,1,2,2,2013-09-18,144,0,55,55
5650,Rachel Coleman,78,65 and Above,New,7,1,2,2,2013-12-10,141,0,7,7
5651,Makayla Stewart,77,65 and Above,New,116,2,5,5,2013-12-23,141,2,58,58
5652,Kaitlyn Green,76,65 and Above,New,5,1,1,1,2013-11-06,142,0,5,5
5653,Abigail Martinez,76,65 and Above,New,14,1,2,2,2013-11-23,142,0,14,14
5654,Nicole Richardson,41,36-49,New,49,1,3,3,2013-07-24,146,0,49,49
5655,Isabella Phillips,47,36-49,New,2412,1,5,5,2013-10-09,143,0,2412,2412
5656,Heather Zhang,41,36-49,New,3056,2,4,4,2013-08-07,145,5,1528,611
5657,Destiny Taylor,44,36-49,New,40,1,2,2,2013-09-13,144,0,40,40
5658,Ronnie Zhang,65,65 and Above,VIP,5930,2,4,4,2013-12-18,141,34,2965,174
5659,Alvin She,65,65 and Above,VIP,5900,2,3,3,2013-12-06,141,34,2950,173
5660,Ashlee Raje,65,65 and Above,VIP,5873,2,2,2,2013-12-14,141,34,2936,172
5661,Emily Jones,64,50-64,VIP,5873,2,2,2,2013-12-09,141,34,2936,172
5662,Lee Blanco,64,50-64,VIP,5898,2,2,2,2013-12-12,141,34,2949,173
5663,Shane Raman,64,50-64,VIP,5908,2,3,3,2013-12-09,141,35,2954,168
5664,Stacey Gao,63,50-64,Regular,4355,2,3,3,2013-01-17,152,24,2177,181
5665,Rosa Lu,62,50-64,Regular,4471,2,4,4,2013-02-12,151,24,2235,186
5666,Sophia Nelson,62,50-64,Regular,4377,2,3,3,2013-01-30,152,23,2188,190
5667,Linda Suarez,62,50-64,New,82,2,6,6,2013-10-30,143,1,41,82
5668,Taylor Torres,47,36-49,New,205,2,5,5,2013-07-26,146,5,102,41
5669,Allison Sanchez,45,36-49,New,65,4,6,5,2014-01-21,140,7,16,9
5670,Levi Malhotra,45,36-49,New,608,1,4,4,2013-04-21,149,0,608,608
5671,Benjamin Martinez,46,36-49,New,5,1,1,1,2013-11-02,142,0,5,5
5672,Sarah White,45,36-49,New,2478,1,2,2,2013-05-23,148,0,2478,2478
5673,Megan Wood,45,36-49,New,5,1,1,1,2013-12-13,141,0,5,5
5674,Nicole Martinez,46,36-49,New,7,1,2,2,2013-06-18,147,0,7,7
5675,Curtis Guo,46,36-49,New,2466,1,4,4,2013-06-29,147,0,2466,2466
5676,Ricardo Yuan,55,50-64,New,76,2,6,5,2013-08-29,145,4,38,19
5677,Kristi Arthur,55,50-64,Regular,4384,2,5,5,2013-02-16,151,24,2192,182
5678,Amanda Perry,48,36-49,New,14,1,2,2,2013-09-19,144,0,14,14
5679,Jack Hughes,42,36-49,New,14,1,2,2,2013-07-31,146,0,14,14
5680,Ian Ramirez,62,50-64,New,3162,2,6,6,2013-08-26,145,5,1581,632
5681,Amber Carter,45,36-49,New,107,2,5,5,2013-03-31,150,1,53,107
5682,Carlos Edwards,57,50-64,New,105,2,5,5,2013-10-17,143,2,52,52
5683,Louis Chande,53,50-64,New,69,2,4,4,2013-07-09,146,1,34,69
5684,Kristy Ramos,52,50-64,New,67,2,3,3,2013-11-09,142,5,33,13
5685,Christy Rai,53,50-64,New,70,2,4,4,2013-08-03,145,3,35,23
5686,Joel Perez,57,50-64,Regular,4158,2,4,4,2013-12-01,141,34,2079,122
5687,Robin Dominguez,58,50-64,Regular,4183,2,5,5,2013-12-10,141,34,2091,123
5688,Kristine Alonso,57,50-64,Regular,4157,2,5,5,2013-12-24,141,34,2078,122
5689,Lawrence Romero,53,50-64,VIP,6070,2,5,5,2013-01-16,152,23,3035,263
5690,Tabitha Gomez,58,50-64,VIP,6080,2,4,4,2012-12-29,153,22,3040,276
5691,Rafael Shen,58,50-64,New,291,2,6,5,2013-08-20,145,0,145,291
5692,Aimee Wu,53,50-64,New,166,2,5,5,2013-10-01,143,1,83,166
5693,Paula Romero,53,50-64,Regular,4471,2,4,4,2013-03-13,150,25,2235,178
5694,Jay Diaz,49,36-49,New,31,2,3,3,2013-08-16,145,4,15,7
5695,Ethan Coleman,54,50-64,VIP,6060,2,5,5,2013-01-03,152,23,3030,263
5696,Mandy Sun,60,50-64,New,78,2,6,5,2013-09-27,144,7,39,11
5697,Dwayne Serrano,61,50-64,New,76,2,6,5,2013-10-30,143,1,38,76
5698,Claudia Zeng,55,50-64,Regular,4506,2,3,3,2013-03-07,150,25,2253,180
5699,Wyatt Henderson,55,50-64,New,87,2,3,3,2013-10-05,143,8,43,10
5700,Mallory Gill,50,50-64,New,230,2,6,5,2014-01-10,140,8,115,28
5701,Dominic Kapoor,60,50-64,New,68,2,3,3,2013-09-27,144,4,34,17
5702,Billy Gill,51,50-64,New,93,2,3,3,2013-06-25,147,0,46,93
5703,Laura Zheng,45,36-49,Regular,4426,2,4,4,2013-03-20,150,25,2213,177
5704,Patricia Raman,52,50-64,VIP,6021,2,2,2,2013-01-05,152,23,3010,261
5705,Denise Sanchez,58,50-64,VIP,6090,2,5,5,2013-02-03,151,24,3045,253
5706,Karla Chavez,59,50-64,New,91,2,4,4,2013-07-12,146,1,45,91
5707,Jacqueline Wood,61,50-64,New,98,2,4,4,2013-11-10,142,3,49,32
5708,Jenny Shan,62,50-64,New,93,2,3,3,2013-09-30,144,0,46,93
5709,Derrick Serrano,62,50-64,Regular,4377,2,3,3,2013-04-06,149,26,2188,168
5710,Kellie Sanz,50,50-64,Regular,4406,2,4,4,2013-04-25,149,26,2203,169
5711,Roy Alvarez,84,65 and Above,New,144,2,5,5,2013-07-25,146,0,72,144
5712,Carla Arthur,59,50-64,New,91,2,4,4,2013-12-27,141,5,45,18
5713,Jorge Zhao,60,50-64,New,133,2,5,5,2013-07-12,146,4,66,33
5714,Suzanne Lu,63,50-64,Regular,4417,2,3,3,2013-04-15,149,26,2208,169
5715,Tony Nara,66,65 and Above,VIP,6090,2,5,5,2013-02-08,151,24,3045,253
5716,Dalton Nicholls,43,36-49,New,64,1,3,3,2013-08-04,145,0,64,64
5717,Katelyn Ramirez,43,36-49,New,7,1,2,2,2013-08-24,145,0,7,7
5718,Jose Henderson,44,36-49,New,28,1,4,4,2013-04-08,149,0,28,28
5719,Masaki Umeda,45,36-49,New,234,3,10,10,2013-09-17,144,5,78,46
5720,Gavin Stone,44,36-49,New,14,1,2,2,2013-11-18,142,0,14,14
5721,Trevor Russell,45,36-49,New,40,1,2,2,2013-10-19,143,0,40,40
5722,Morgan Perry,39,36-49,New,40,1,2,2,2013-07-01,146,0,40,40
5723,Xavier Sanders,39,36-49,New,180,3,8,7,2014-01-22,140,9,60,20
5724,Sean Gray,40,36-49,New,5,1,1,1,2013-11-28,142,0,5,5
5725,Barbara Zhao,39,36-49,New,7,1,2,2,2014-01-21,140,0,7,7
5726,Gabriel Yang,40,36-49,New,40,1,2,2,2013-11-02,142,0,40,40
5727,Jacob Williams,40,36-49,New,14,1,2,2,2013-12-09,141,0,14,14
5728,Miguel Wood,41,36-49,New,7,1,2,2,2013-12-26,141,0,7,7
5729,Charles Johnston,39,36-49,New,2451,1,2,2,2013-05-31,148,0,2451,2451
5730,Cole Morris,40,36-49,New,2443,1,1,1,2013-06-09,147,0,2443,2443
5731,Tommy Nara,83,65 and Above,New,39,2,3,3,2013-10-15,143,2,19,19
5732,Mariah Long,82,65 and Above,New,141,2,5,5,2014-01-21,140,1,70,141
5733,Nicole White,41,36-49,New,155,3,8,8,2013-11-14,142,8,51,19
5734,Natalie Flores,42,36-49,New,2451,1,2,2,2013-07-19,146,0,2451,2451
5735,Douglas Srini,81,65 and Above,New,35,2,4,3,2013-08-06,145,0,17,35
5736,Emma Martinez,82,65 and Above,New,129,2,3,3,2013-06-11,147,2,64,64
5737,Melissa Hayes,43,36-49,New,59,1,2,2,2013-08-21,145,0,59,59
5738,Kelly Alexander,42,36-49,New,60,1,2,2,2013-06-15,147,0,60,60
5739,Steven Selikoff,41,36-49,New,5,1,1,1,2013-09-17,144,0,5,5
5740,Ramon Lu,80,65 and Above,New,45,2,4,4,2013-05-20,148,2,22,22
5741,Cory Weber,70,65 and Above,New,81,2,4,4,2013-10-26,143,7,40,11
5742,Elijah Li,79,65 and Above,VIP,6099,2,5,5,2013-02-14,151,25,3049,243
5743,Alan Xu,79,65 and Above,VIP,6056,2,3,3,2013-03-20,150,25,3028,242
5744,Mitchell Pal,79,65 and Above,VIP,6044,2,5,5,2013-03-14,150,25,3022,241
5745,Ariana Stewart,78,65 and Above,VIP,6070,2,5,5,2013-03-29,150,26,3035,233
5746,Lacey Guo,78,65 and Above,VIP,6070,2,5,5,2013-03-08,150,25,3035,242
5747,Krista Moreno,77,65 and Above,VIP,6021,2,2,2,2013-03-21,150,25,3010,240
5748,Brianna Peterson,43,36-49,New,64,1,3,3,2013-02-28,151,0,64,64
5749,Alexander Davis,45,36-49,New,2480,1,3,3,2013-06-30,147,0,2480,2480
5750,Patrick Peterson,45,36-49,New,59,1,2,2,2013-12-08,141,0,59,59
5751,Aaron Coleman,46,36-49,New,62,1,3,3,2013-12-05,141,0,62,62
5752,Seth Sanders,46,36-49,New,7,1,2,2,2013-03-21,150,0,7,7
5753,Aaron Scott,41,36-49,New,2492,1,4,4,2013-07-20,146,0,2492,2492
5754,Mason Wright,47,36-49,New,2512,1,4,4,2013-08-17,145,0,2512,2512
5755,Rachel Harris,48,36-49,New,2320,1,1,1,2013-10-19,143,0,2320,2320
5756,Alex Bell,47,36-49,New,3118,2,7,7,2013-08-02,145,5,1559,623
5757,Olivia James,47,36-49,New,2317,1,2,2,2013-10-19,143,0,2317,2317
5758,Richard Allen,51,50-64,New,2396,1,3,3,2013-10-16,143,0,2396,2396
5759,Mackenzie Cox,53,50-64,New,5,1,1,1,2013-12-31,141,0,5,5
5760,Justin Perry,47,36-49,New,3062,2,2,2,2013-08-22,145,2,1531,1531
5761,Jasmine Bell,53,50-64,New,7,1,2,2,2013-10-23,143,0,7,7
5762,Sydney Alexander,55,50-64,New,68,1,3,3,2013-03-10,150,0,68,68
5763,Angel Ward,47,36-49,New,2476,1,2,2,2013-09-21,144,0,2476,2476
5764,Franklin Ferrier,47,36-49,New,2480,1,3,3,2013-09-22,144,0,2480,2480
5765,Juan Suarez,46,36-49,New,1701,1,1,1,2013-04-11,149,0,1701,1701
5766,Thomas Davis,47,36-49,New,1760,1,3,3,2013-05-21,148,0,1760,1760
5767,Dalton White,46,36-49,New,5,1,1,1,2013-07-28,146,0,5,5
5768,Summer Arun,46,36-49,New,5,1,1,1,2013-11-04,142,0,5,5
5769,Rafael Liu,47,36-49,New,60,1,2,2,2013-03-14,150,0,60,60
5770,Eduardo Barnes,46,36-49,New,5,1,1,1,2014-01-20,140,0,5,5
5771,Tyler Walker,48,36-49,New,5,1,1,1,2013-10-17,143,0,5,5
5772,Charles Rogers,48,36-49,New,2478,1,2,2,2013-09-07,144,0,2478,2478
5773,Ian Walker,47,36-49,New,105,3,5,5,2013-09-21,144,7,35,15
5774,Morgan Parker,48,36-49,New,159,3,7,7,2014-01-09,140,10,53,15
5775,David Lal,47,36-49,New,14,1,2,2,2013-07-08,146,0,14,14
5776,Eduardo Perry,42,36-49,New,55,1,2,2,2013-06-15,147,0,55,55
5777,Sarah Russell,42,36-49,New,5,1,1,1,2013-09-19,144,0,5,5
5778,Dalton Lewis,50,50-64,New,2443,1,1,1,2013-09-28,144,0,2443,2443
5779,Cameron Simmons,75,65 and Above,New,125,1,2,2,2013-02-24,151,0,125,125
5780,Blake Hayes,75,65 and Above,New,2541,1,4,4,2013-10-27,143,0,2541,2541
5781,Morgan Watson,64,50-64,New,2297,1,2,2,2013-10-24,143,0,2297,2297
5782,Carlos Bailey,74,65 and Above,New,55,1,2,2,2013-09-05,144,0,55,55
5783,Dylan Chen,75,65 and Above,New,64,1,3,3,2013-01-29,152,0,64,64
5784,Lucas Clark,74,65 and Above,New,2482,1,4,4,2013-10-08,143,0,2482,2482
5785,Grace Barnes,73,65 and Above,New,2457,1,3,3,2013-11-22,142,0,2457,2457
5786,Chloe Long,74,65 and Above,New,1736,1,2,2,2013-05-02,148,0,1736,1736
5787,Christian Lee,73,65 and Above,New,2343,1,4,4,2013-09-30,144,0,2343,2343
5788,Lucas Reed,73,65 and Above,New,2295,1,1,1,2013-10-26,143,0,2295,2295
5789,Nicole Jackson,68,65 and Above,New,40,1,2,2,2013-11-25,142,0,40,40
5790,Ronnie Gao,73,65 and Above,New,40,1,2,2,2013-04-15,149,0,40,40
5791,Jennifer Harris,72,65 and Above,New,2443,1,1,1,2013-12-19,141,0,2443,2443
5792,Hunter Lopez,67,65 and Above,New,2565,1,5,5,2013-12-25,141,0,2565,2565
5793,Leonard Yuan,73,65 and Above,New,1730,1,3,3,2013-05-23,148,0,1730,1730
5794,Maria Torres,73,65 and Above,New,1736,1,2,2,2013-01-17,152,0,1736,1736
5795,Savannah Hernandez,73,65 and Above,New,1789,1,5,5,2013-01-07,152,0,1789,1789
5796,Taylor Cook,73,65 and Above,New,1786,1,3,3,2013-01-15,152,0,1786,1786
5797,Regina Garcia,73,65 and Above,New,68,1,3,3,2013-11-24,142,0,68,68
5798,Kaitlyn Martin,72,65 and Above,New,55,1,2,2,2013-05-17,148,0,55,55
5799,Evan Reed,71,65 and Above,New,1732,1,4,4,2013-01-08,152,0,1732,1732
5800,Latasha Martin,72,65 and Above,New,1765,1,4,4,2013-01-16,152,0,1765,1765
5801,Stephanie Gonzales,71,65 and Above,New,1701,1,1,1,2013-01-23,152,0,1701,1701
5802,Jordan Roberts,71,65 and Above,New,76,3,6,6,2014-01-05,140,7,25,10
5803,Jasmine Henderson,65,65 and Above,New,55,1,2,2,2013-09-10,144,0,55,55
5804,Lucas Allen,70,65 and Above,New,14,1,2,2,2013-02-17,151,0,14,14
5805,Marcus Peterson,65,65 and Above,New,1760,1,3,3,2013-01-14,152,0,1760,1760
5806,Adam Zhang,69,65 and Above,New,1728,1,3,3,2013-01-15,152,0,1728,1728
5807,Fernando Allen,64,50-64,New,1769,1,4,4,2013-01-15,152,0,1769,1769
5808,Louis Zhao,69,65 and Above,New,55,1,2,2,2013-12-07,141,0,55,55
5809,Virginia Suri,69,65 and Above,New,1728,1,3,3,2013-01-14,152,0,1728,1728
5810,Jessica Long,69,65 and Above,New,14,1,2,2,2013-09-16,144,0,14,14
5811,Bailey Sanders,64,50-64,New,14,1,2,2,2013-10-16,143,0,14,14
5812,Michael Rodriguez,68,65 and Above,New,3064,2,3,3,2013-10-29,143,2,1532,1532
5813,Luis Zhang,69,65 and Above,New,1701,1,1,1,2013-02-27,151,0,1701,1701
5814,Alexa Richardson,63,50-64,New,1736,1,2,2,2013-02-16,151,0,1736,1736
5815,Carson Diaz,69,65 and Above,New,14,1,2,2,2013-11-24,142,0,14,14
5816,Isabella Collins,63,50-64,New,40,1,2,2,2013-02-03,151,0,40,40
5817,Jacob Brown,69,65 and Above,New,5,1,1,1,2014-01-10,140,0,5,5
5818,Julia Miller,63,50-64,New,5,1,1,1,2014-01-04,140,0,5,5
5819,Evan Peterson,68,65 and Above,New,5,1,1,1,2013-10-13,143,0,5,5
5820,Gabrielle Reed,69,65 and Above,New,2392,1,5,5,2013-10-07,143,0,2392,2392
5821,Dalton Cox,68,65 and Above,New,2317,1,2,2,2013-10-13,143,0,2317,2317
5822,Isabella Gray,68,65 and Above,New,3217,2,7,7,2013-12-09,141,4,1608,804
5823,Mary Carter,61,50-64,VIP,7221,3,9,7,2013-08-19,145,13,2407,555
5824,Marshall Lin,61,50-64,VIP,7176,3,6,6,2013-09-16,144,16,2392,448
5825,Stacy Ruiz,61,50-64,VIP,7242,3,8,8,2013-09-24,144,16,2414,452
5826,Randall Munoz,63,50-64,VIP,6939,3,6,6,2013-07-31,146,12,2313,578
5827,Susan Zeng,62,50-64,New,61,1,4,4,2013-11-17,142,0,61,61
5828,Roberto Vazquez,57,50-64,VIP,6954,3,8,8,2013-08-23,145,12,2318,579
5829,Jeffery Chen,52,50-64,VIP,7205,3,8,7,2013-10-22,143,17,2401,423
5830,Logan Mitchell,58,50-64,VIP,7182,3,8,8,2013-10-16,143,17,2394,422
5831,Wayne Lal,58,50-64,VIP,7185,3,7,7,2013-10-04,143,17,2395,422
5832,Alexandra Hall,64,50-64,VIP,7138,3,6,6,2013-08-23,145,12,2379,594
5833,Theodore Vazquez,65,65 and Above,VIP,7206,3,7,6,2013-10-17,143,17,2402,423
5834,Isaiah Parker,88,65 and Above,New,2370,1,4,4,2013-10-22,143,0,2370,2370
5835,Richard Cooper,87,65 and Above,New,2344,1,4,4,2013-10-28,143,0,2344,2344
5836,Morgan Peterson,86,65 and Above,New,1751,1,2,2,2013-05-26,148,0,1751,1751
5837,Noah Nelson,86,65 and Above,New,2295,1,1,1,2013-10-12,143,0,2295,2295
5838,David Thomas,54,50-64,New,3193,2,6,6,2013-12-18,141,4,1596,798
5839,Elizabeth Jackson,54,50-64,New,156,2,3,3,2013-12-17,141,4,78,39
5840,Jonathan Griffin,55,50-64,New,14,1,2,2,2013-09-30,144,0,14,14
5841,Julia Ross,55,50-64,New,2295,1,1,1,2013-10-10,143,0,2295,2295
5842,Xavier Torres,56,50-64,New,177,2,4,4,2013-06-27,147,1,88,177
5843,James Turner,55,50-64,New,127,2,3,3,2013-05-29,148,3,63,42
5844,Jenny Yang,50,50-64,New,5,1,1,1,2013-10-25,143,0,5,5
5845,Jimmy Ramos,56,50-64,New,90,1,3,3,2013-10-27,143,0,90,90
5846,Emma Robinson,50,50-64,New,2370,1,4,4,2013-10-22,143,0,2370,2370
5847,Andrea Adams,50,50-64,New,2381,1,3,3,2013-10-05,143,0,2381,2381
5848,James Phillips,57,50-64,New,181,2,4,4,2013-04-19,149,2,90,90
5849,Eduardo Hall,46,36-49,New,190,2,5,5,2013-11-22,142,5,95,38
5850,Jessica Thomas,46,36-49,Regular,125,2,4,4,2014-01-19,140,12,62,10
5851,Jonathan Collins,51,50-64,New,177,2,4,4,2014-01-05,140,1,88,177
5852,Jessica Jenkins,56,50-64,New,2355,1,2,2,2013-10-04,143,0,2355,2355
5853,Kevin Hayes,57,50-64,New,2370,1,4,4,2013-10-23,143,0,2370,2370
